phos	tf	splen
Q13115	P12980	2.0
Q13115	P20265	4.0
Q13115	Q9BYV9	3.0
O43521	Q07869	3.0
O43521	Q13330	4.0
O43521	O15516	4.0
O43521	P41182	3.0
O43521	P49711	5.0
O43521	P08047	3.0
O43521	Q9Y618	4.0
O43521	O75444	4.0
O43521	Q03164	5.0
O43521	O60675	5.0
O43521	P35638	4.0
O43521	Q02078	4.0
O43521	P36956	4.0
O43521	Q02447	4.0
O43521	Q16236	3.0
O43521	P25208	3.0
O43521	Q99801	4.0
O43521	P04198	4.0
O43521	Q9UM63	3.0
O43521	Q02962	3.0
O43521	P51692	4.0
O43521	Q16665	3.0
O43521	P26358	3.0
O43521	P03372	3.0
O43521	Q15596	4.0
O43521	Q01543	4.0
O43521	P61244	4.0
O43521	Q15672	3.0
O43521	P48436	4.0
O43521	Q99583	5.0
O43521	Q9Y5W3	inf
O43521	Q06330	4.0
O43521	Q99717	4.0
O43521	Q13950	4.0
O43521	P05412	3.0
O43521	O15525	4.0
O43521	O14770	inf
O43521	P08151	4.0
O43521	Q15233	5.0
O43521	P23511	3.0
O43521	P21675	3.0
O43521	P19793	3.0
O43521	Q13568	3.0
O43521	P10914	4.0
O43521	P25490	4.0
O43521	Q99612	inf
O43521	P10244	4.0
O43521	P06401	4.0
O43521	P49715	4.0
O43521	P25963	3.0
O43521	Q01201	4.0
O43521	O00327	4.0
O43521	P15172	4.0
O43521	P98177	3.0
O43521	P01100	3.0
O43521	Q00613	3.0
O43521	O75469	4.0
O43521	P10071	4.0
O43521	P10242	3.0
O43521	Q13562	4.0
O43521	P18846	4.0
O43521	O15350	3.0
O43521	Q15796	3.0
O43521	P18847	3.0
O43521	Q99814	5.0
O43521	P10275	3.0
O43521	P27540	4.0
O43521	P16220	4.0
O43521	Q13127	8.0
O43521	P19838	4.0
O43521	O94776	4.0
O43521	Q08945	4.0
O43521	P17535	3.0
O43521	Q15329	4.0
O43521	Q9UGL1	4.0
O43521	O43474	4.0
O43521	Q9UJU2	4.0
O43521	P15336	3.0
O43521	P42229	3.0
O43521	Q5VTD9	4.0
O43521	P31269	6.0
O43521	Q15797	4.0
O43521	O75626	3.0
O43521	P26367	4.0
O43521	P15407	3.0
O43521	P20823	4.0
O43521	P22736	3.0
O43521	Q06546	4.0
O43521	P15923	3.0
O43521	P52630	4.0
O43521	P23771	4.0
O43521	O75461	4.0
O43521	P10070	4.0
O43521	Q9UL17	4.0
O43521	P20226	4.0
O43521	P04150	3.0
O43521	O75376	4.0
O43521	P17676	3.0
O43521	O94916	4.0
O43521	Q08050	4.0
O43521	P36402	4.0
O43521	Q9UKL0	7.0
O43521	P67809	3.0
O43521	P32243	5.0
O43521	Q02535	4.0
O43521	Q16656	4.0
O43521	Q01196	4.0
O43521	P10276	3.0
O43521	Q15788	4.0
O43521	O75030	3.0
O43521	Q00653	3.0
O43521	Q12778	4.0
O43521	Q16254	4.0
O43521	Q02548	inf
O43521	Q9BQA5	5.0
O43521	P35398	4.0
O43521	P11831	3.0
O43521	P18146	3.0
O43521	O14867	inf
O43521	Q92786	inf
O43521	Q9NQB0	4.0
O43521	P84022	3.0
O43521	Q8TAQ2	4.0
O43521	P18848	4.0
O43521	Q14653	3.0
O43521	Q9UIS9	inf
O43521	P37231	3.0
O43521	O00716	4.0
O43521	Q13761	5.0
O43521	Q14469	4.0
O43521	P17861	4.0
O43521	P49116	4.0
O43521	O43524	4.0
O43521	P40763	3.0
O43521	P42224	3.0
O43521	Q96AV8	inf
O43521	P15976	4.0
O43521	P23246	4.0
O43521	Q01094	3.0
O43521	Q06710	4.0
O43521	P01106	3.0
O43521	Q9Y6Q9	3.0
O43521	P17275	3.0
O43521	Q92985	4.0
O43521	P48431	4.0
O43521	Q9UBC3	6.0
O43521	Q04206	3.0
O43521	P14859	4.0
O43521	O60381	4.0
O43521	Q14526	3.0
O43521	P11473	3.0
O43521	P20749	4.0
O43521	Q92922	4.0
O43521	P17947	4.0
O43521	P22415	4.0
O43521	Q13485	3.0
O43521	Q9H3D4	3.0
O43521	Q14209	4.0
O43521	Q99856	3.0
O43521	Q04864	3.0
O43521	Q12772	4.0
O43521	P55347	inf
O43521	P04637	2.0
O43521	Q00978	4.0
O43521	Q13469	3.0
O43521	O43889	inf
O43521	P10827	4.0
O43521	Q9Y5J3	4.0
O43521	P14316	4.0
O43521	P17542	4.0
O43521	Q15306	6.0
O43521	P78545	4.0
O43521	Q9NPC7	5.0
O43521	P10826	4.0
O43521	Q9Y5Q3	4.0
O43521	O95863	4.0
O43521	O95644	4.0
O43521	Q13133	4.0
O43521	Q96RI1	4.0
O43521	Q03181	4.0
O43521	P17544	3.0
O43521	P15408	4.0
O43521	P15884	4.0
O43521	Q16621	3.0
O43521	P14921	3.0
O43521	P08235	4.0
O43521	Q13887	4.0
O43521	P55055	4.0
O43521	P32519	4.0
O43521	P19419	3.0
O43521	P23769	4.0
O43521	P28324	3.0
O43521	Q05215	5.0
O43521	Q92731	4.0
O43521	P17028	5.0
O43521	Q14934	3.0
O43521	P41235	4.0
O43521	P35869	4.0
O43521	P24468	4.0
O43521	P13631	4.0
O43521	P53567	4.0
O43521	P28702	4.0
O43521	Q14186	4.0
O43521	O00482	4.0
O43521	P49716	inf
O43521	Q02080	3.0
O43521	Q03060	4.0
O43521	Q16650	5.0
O43521	Q9ULX9	inf
O43521	Q05066	5.0
O43521	P22670	4.0
O43521	Q92481	inf
O43521	O00470	inf
O43521	Q02446	inf
O43521	Q06413	3.0
O43521	Q01167	4.0
O43521	P50539	5.0
O43521	O60315	4.0
O43521	P17480	4.0
O43521	O75364	inf
O43521	Q99626	4.0
O43521	Q12837	inf
O43521	O15266	4.0
O43521	P10588	4.0
O43521	P50549	4.0
O43521	P50458	inf
O43521	Q9Y261	4.0
O43521	Q01664	inf
O43521	Q01860	4.0
O43521	P48443	4.0
O43521	P10243	4.0
O43521	Q13351	4.0
O43521	P10589	5.0
O43521	P15036	4.0
O43521	Q15562	5.0
O43521	P35680	5.0
O43521	Q9UH73	inf
O43521	P55317	4.0
O43521	P50553	5.0
O43521	Q15561	5.0
O43521	Q92908	4.0
O43521	P40426	inf
O43521	Q9Y2Y9	inf
O43521	P56693	3.0
O43521	P48382	5.0
O43521	Q70SY1	inf
O43521	P56270	4.0
O43521	Q92570	4.0
O43521	P09629	4.0
O43521	P09086	inf
O43521	P28347	5.0
O43521	P08651	6.0
O43521	P58012	4.0
O43521	Q96BA8	inf
O43521	P37275	5.0
O43521	Q13952	5.0
O43521	Q13422	4.0
O43521	P19544	4.0
O43521	P05549	4.0
O43521	Q01892	3.0
O43521	Q12968	3.0
O43521	O43623	4.0
O43521	Q15853	4.0
O43521	O95625	4.0
O43521	P52945	4.0
O43521	Q9UKY1	3.0
O43521	O14497	4.0
O43521	Q9H9S0	4.0
O43521	P57682	5.0
O43521	Q03014	4.0
O43521	P11308	5.0
O43521	P11474	5.0
O43521	Q12952	6.0
O43521	Q00577	5.0
O43521	P43694	4.0
O43521	P40425	5.0
O43521	P12980	4.0
O43521	P20265	4.0
O43521	Q9BYV9	5.0
P25963	Q07869	3.0
P25963	Q13330	3.0
P25963	O15516	4.0
P25963	P41182	2.0
P25963	P49711	2.0
P25963	P08047	2.0
P25963	Q9Y618	1.0
P25963	O75444	4.0
P25963	Q03164	4.0
P25963	O60675	3.0
P25963	P35638	2.0
P25963	Q02078	2.0
P25963	P36956	3.0
P25963	Q02447	3.0
P25963	Q16236	2.0
P25963	P25208	3.0
P25963	Q99801	3.0
P25963	P04198	2.0
P25963	Q9UM63	3.0
P25963	Q02962	3.0
P25963	P51692	2.0
P25963	Q16665	2.0
P25963	P26358	3.0
P25963	P03372	2.0
P25963	Q15596	2.0
P25963	Q01543	3.0
P25963	P61244	2.0
P25963	Q15672	2.0
P25963	P48436	3.0
P25963	Q99583	3.0
P25963	Q9Y5W3	inf
P25963	Q06330	2.0
P25963	Q99717	3.0
P25963	Q13950	2.0
P25963	P05412	2.0
P25963	O15525	3.0
P25963	O14770	inf
P25963	P08151	2.0
P25963	Q15233	3.0
P25963	P23511	3.0
P25963	P21675	3.0
P25963	P19793	2.0
P25963	Q13568	3.0
P25963	P10914	2.0
P25963	P25490	2.0
P25963	Q99612	inf
P25963	P10244	2.0
P25963	P06401	2.0
P25963	P49715	3.0
P25963	P25963	0.0
P25963	Q01201	1.0
P25963	O00327	3.0
P25963	P15172	3.0
P25963	P98177	3.0
P25963	P01100	2.0
P25963	Q00613	2.0
P25963	O75469	3.0
P25963	P10071	2.0
P25963	P10242	2.0
P25963	Q13562	3.0
P25963	P18846	2.0
P25963	O15350	3.0
P25963	Q15796	3.0
P25963	P18847	3.0
P25963	Q99814	3.0
P25963	P10275	2.0
P25963	P27540	2.0
P25963	P16220	2.0
P25963	Q13127	6.0
P25963	P19838	1.0
P25963	O94776	3.0
P25963	Q08945	2.0
P25963	P17535	3.0
P25963	Q15329	4.0
P25963	Q9UGL1	3.0
P25963	O43474	3.0
P25963	Q9UJU2	2.0
P25963	P15336	2.0
P25963	P42229	2.0
P25963	Q5VTD9	4.0
P25963	P31269	4.0
P25963	Q15797	3.0
P25963	O75626	3.0
P25963	P26367	3.0
P25963	P15407	3.0
P25963	P20823	2.0
P25963	P22736	3.0
P25963	Q06546	3.0
P25963	P15923	3.0
P25963	P52630	3.0
P25963	P23771	3.0
P25963	O75461	3.0
P25963	P10070	2.0
P25963	Q9UL17	3.0
P25963	P20226	3.0
P25963	P04150	2.0
P25963	O75376	1.0
P25963	P17676	3.0
P25963	O94916	3.0
P25963	Q08050	3.0
P25963	P36402	3.0
P25963	Q9UKL0	5.0
P25963	P67809	3.0
P25963	P32243	4.0
P25963	Q02535	3.0
P25963	Q16656	3.0
P25963	Q01196	3.0
P25963	P10276	2.0
P25963	Q15788	3.0
P25963	O75030	3.0
P25963	Q00653	2.0
P25963	Q12778	2.0
P25963	Q16254	2.0
P25963	Q02548	inf
P25963	Q9BQA5	4.0
P25963	P35398	2.0
P25963	P11831	2.0
P25963	P18146	2.0
P25963	O14867	inf
P25963	Q92786	inf
P25963	Q9NQB0	2.0
P25963	P84022	2.0
P25963	Q8TAQ2	2.0
P25963	P18848	2.0
P25963	Q14653	2.0
P25963	Q9UIS9	inf
P25963	P37231	2.0
P25963	O00716	3.0
P25963	Q13761	2.0
P25963	Q14469	3.0
P25963	P17861	3.0
P25963	P49116	2.0
P25963	O43524	2.0
P25963	P40763	2.0
P25963	P42224	2.0
P25963	Q96AV8	inf
P25963	P15976	3.0
P25963	P23246	2.0
P25963	Q01094	2.0
P25963	Q06710	3.0
P25963	P01106	2.0
P25963	Q9Y6Q9	2.0
P25963	P17275	3.0
P25963	Q92985	3.0
P25963	P48431	3.0
P25963	Q9UBC3	5.0
P25963	Q04206	1.0
P25963	P14859	3.0
P25963	O60381	3.0
P25963	Q14526	3.0
P25963	P11473	2.0
P25963	P20749	2.0
P25963	Q92922	2.0
P25963	P17947	3.0
P25963	P22415	3.0
P25963	Q13485	2.0
P25963	Q9H3D4	2.0
P25963	Q14209	3.0
P25963	Q99856	3.0
P25963	Q04864	1.0
P25963	Q12772	3.0
P25963	P55347	inf
P25963	P04637	2.0
P25963	Q00978	3.0
P25963	Q13469	3.0
P25963	O43889	inf
P25963	P10827	3.0
P25963	Q9Y5J3	3.0
P25963	P14316	2.0
P25963	P17542	3.0
P25963	Q15306	4.0
P25963	P78545	3.0
P25963	Q9NPC7	4.0
P25963	P10826	3.0
P25963	Q9Y5Q3	4.0
P25963	O95863	2.0
P25963	O95644	3.0
P25963	Q13133	2.0
P25963	Q96RI1	3.0
P25963	Q03181	2.0
P25963	P17544	3.0
P25963	P15408	4.0
P25963	P15884	2.0
P25963	Q16621	3.0
P25963	P14921	2.0
P25963	P08235	3.0
P25963	Q13887	3.0
P25963	P55055	3.0
P25963	P32519	3.0
P25963	P19419	3.0
P25963	P23769	3.0
P25963	P28324	3.0
P25963	Q05215	4.0
P25963	Q92731	3.0
P25963	P17028	4.0
P25963	Q14934	3.0
P25963	P41235	2.0
P25963	P35869	2.0
P25963	P24468	3.0
P25963	P13631	3.0
P25963	P53567	4.0
P25963	P28702	3.0
P25963	Q14186	3.0
P25963	O00482	4.0
P25963	P49716	inf
P25963	Q02080	3.0
P25963	Q03060	2.0
P25963	Q16650	3.0
P25963	Q9ULX9	inf
P25963	Q05066	4.0
P25963	P22670	3.0
P25963	Q92481	inf
P25963	O00470	inf
P25963	Q02446	inf
P25963	Q06413	2.0
P25963	Q01167	3.0
P25963	P50539	3.0
P25963	O60315	3.0
P25963	P17480	2.0
P25963	O75364	inf
P25963	Q99626	3.0
P25963	Q12837	inf
P25963	O15266	2.0
P25963	P10588	3.0
P25963	P50549	3.0
P25963	P50458	inf
P25963	Q9Y261	3.0
P25963	Q01664	inf
P25963	Q01860	3.0
P25963	P48443	3.0
P25963	P10243	2.0
P25963	Q13351	2.0
P25963	P10589	4.0
P25963	P15036	2.0
P25963	Q15562	3.0
P25963	P35680	5.0
P25963	Q9UH73	inf
P25963	P55317	3.0
P25963	P50553	4.0
P25963	Q15561	3.0
P25963	Q92908	3.0
P25963	P40426	inf
P25963	Q9Y2Y9	inf
P25963	P56693	3.0
P25963	P48382	3.0
P25963	Q70SY1	inf
P25963	P56270	2.0
P25963	Q92570	4.0
P25963	P09629	2.0
P25963	P09086	inf
P25963	P28347	3.0
P25963	P08651	5.0
P25963	P58012	3.0
P25963	Q96BA8	inf
P25963	P37275	4.0
P25963	Q13952	4.0
P25963	Q13422	2.0
P25963	P19544	3.0
P25963	P05549	2.0
P25963	Q01892	2.0
P25963	Q12968	3.0
P25963	O43623	4.0
P25963	Q15853	4.0
P25963	O95625	4.0
P25963	P52945	3.0
P25963	Q9UKY1	2.0
P25963	O14497	3.0
P25963	Q9H9S0	3.0
P25963	P57682	3.0
P25963	Q03014	2.0
P25963	P11308	3.0
P25963	P11474	3.0
P25963	Q12952	4.0
P25963	Q00577	4.0
P25963	P43694	3.0
P25963	P40425	4.0
P25963	P12980	3.0
P25963	P20265	4.0
P25963	Q9BYV9	4.0
Q01201	Q07869	3.0
Q01201	Q13330	3.0
Q01201	O15516	4.0
Q01201	P41182	3.0
Q01201	P49711	4.0
Q01201	P08047	2.0
Q01201	Q9Y618	2.0
Q01201	O75444	4.0
Q01201	Q03164	4.0
Q01201	O60675	3.0
Q01201	P35638	4.0
Q01201	Q02078	3.0
Q01201	P36956	3.0
Q01201	Q02447	4.0
Q01201	Q16236	3.0
Q01201	P25208	4.0
Q01201	Q99801	3.0
Q01201	P04198	4.0
Q01201	Q9UM63	4.0
Q01201	Q02962	3.0
Q01201	P51692	3.0
Q01201	Q16665	3.0
Q01201	P26358	3.0
Q01201	P03372	3.0
Q01201	Q15596	3.0
Q01201	Q01543	3.0
Q01201	P61244	4.0
Q01201	Q15672	3.0
Q01201	P48436	3.0
Q01201	Q99583	5.0
Q01201	Q9Y5W3	inf
Q01201	Q06330	3.0
Q01201	Q99717	4.0
Q01201	Q13950	3.0
Q01201	P05412	2.0
Q01201	O15525	4.0
Q01201	O14770	inf
Q01201	P08151	3.0
Q01201	Q15233	4.0
Q01201	P23511	4.0
Q01201	P21675	4.0
Q01201	P19793	3.0
Q01201	Q13568	4.0
Q01201	P10914	3.0
Q01201	P25490	3.0
Q01201	Q99612	inf
Q01201	P10244	3.0
Q01201	P06401	3.0
Q01201	P49715	4.0
Q01201	P25963	2.0
Q01201	Q01201	0.0
Q01201	O00327	4.0
Q01201	P15172	3.0
Q01201	P98177	3.0
Q01201	P01100	3.0
Q01201	Q00613	3.0
Q01201	O75469	4.0
Q01201	P10071	3.0
Q01201	P10242	3.0
Q01201	Q13562	4.0
Q01201	P18846	4.0
Q01201	O15350	3.0
Q01201	Q15796	3.0
Q01201	P18847	4.0
Q01201	Q99814	4.0
Q01201	P10275	2.0
Q01201	P27540	3.0
Q01201	P16220	3.0
Q01201	Q13127	7.0
Q01201	P19838	1.0
Q01201	O94776	4.0
Q01201	Q08945	4.0
Q01201	P17535	3.0
Q01201	Q15329	5.0
Q01201	Q9UGL1	4.0
Q01201	O43474	3.0
Q01201	Q9UJU2	3.0
Q01201	P15336	3.0
Q01201	P42229	3.0
Q01201	Q5VTD9	5.0
Q01201	P31269	5.0
Q01201	Q15797	3.0
Q01201	O75626	3.0
Q01201	P26367	4.0
Q01201	P15407	3.0
Q01201	P20823	3.0
Q01201	P22736	3.0
Q01201	Q06546	4.0
Q01201	P15923	3.0
Q01201	P52630	3.0
Q01201	P23771	4.0
Q01201	O75461	3.0
Q01201	P10070	3.0
Q01201	Q9UL17	3.0
Q01201	P20226	4.0
Q01201	P04150	2.0
Q01201	O75376	3.0
Q01201	P17676	3.0
Q01201	O94916	3.0
Q01201	Q08050	3.0
Q01201	P36402	3.0
Q01201	Q9UKL0	6.0
Q01201	P67809	3.0
Q01201	P32243	4.0
Q01201	Q02535	3.0
Q01201	Q16656	3.0
Q01201	Q01196	4.0
Q01201	P10276	3.0
Q01201	Q15788	4.0
Q01201	O75030	3.0
Q01201	Q00653	1.0
Q01201	Q12778	3.0
Q01201	Q16254	3.0
Q01201	Q02548	inf
Q01201	Q9BQA5	5.0
Q01201	P35398	3.0
Q01201	P11831	3.0
Q01201	P18146	2.0
Q01201	O14867	inf
Q01201	Q92786	inf
Q01201	Q9NQB0	3.0
Q01201	P84022	3.0
Q01201	Q8TAQ2	3.0
Q01201	P18848	3.0
Q01201	Q14653	3.0
Q01201	Q9UIS9	inf
Q01201	P37231	3.0
Q01201	O00716	4.0
Q01201	Q13761	3.0
Q01201	Q14469	3.0
Q01201	P17861	4.0
Q01201	P49116	3.0
Q01201	O43524	3.0
Q01201	P40763	2.0
Q01201	P42224	2.0
Q01201	Q96AV8	inf
Q01201	P15976	3.0
Q01201	P23246	3.0
Q01201	Q01094	2.0
Q01201	Q06710	3.0
Q01201	P01106	2.0
Q01201	Q9Y6Q9	3.0
Q01201	P17275	3.0
Q01201	Q92985	3.0
Q01201	P48431	3.0
Q01201	Q9UBC3	5.0
Q01201	Q04206	1.0
Q01201	P14859	4.0
Q01201	O60381	4.0
Q01201	Q14526	3.0
Q01201	P11473	3.0
Q01201	P20749	2.0
Q01201	Q92922	3.0
Q01201	P17947	3.0
Q01201	P22415	4.0
Q01201	Q13485	3.0
Q01201	Q9H3D4	3.0
Q01201	Q14209	4.0
Q01201	Q99856	4.0
Q01201	Q04864	1.0
Q01201	Q12772	4.0
Q01201	P55347	inf
Q01201	P04637	3.0
Q01201	Q00978	3.0
Q01201	Q13469	3.0
Q01201	O43889	inf
Q01201	P10827	4.0
Q01201	Q9Y5J3	3.0
Q01201	P14316	3.0
Q01201	P17542	3.0
Q01201	Q15306	5.0
Q01201	P78545	3.0
Q01201	Q9NPC7	4.0
Q01201	P10826	4.0
Q01201	Q9Y5Q3	4.0
Q01201	O95863	3.0
Q01201	O95644	3.0
Q01201	Q13133	4.0
Q01201	Q96RI1	3.0
Q01201	Q03181	3.0
Q01201	P17544	3.0
Q01201	P15408	4.0
Q01201	P15884	3.0
Q01201	Q16621	3.0
Q01201	P14921	3.0
Q01201	P08235	3.0
Q01201	Q13887	3.0
Q01201	P55055	4.0
Q01201	P32519	4.0
Q01201	P19419	3.0
Q01201	P23769	3.0
Q01201	P28324	3.0
Q01201	Q05215	4.0
Q01201	Q92731	4.0
Q01201	P17028	4.0
Q01201	Q14934	3.0
Q01201	P41235	3.0
Q01201	P35869	1.0
Q01201	P24468	3.0
Q01201	P13631	3.0
Q01201	P53567	4.0
Q01201	P28702	4.0
Q01201	Q14186	3.0
Q01201	O00482	4.0
Q01201	P49716	inf
Q01201	Q02080	4.0
Q01201	Q03060	3.0
Q01201	Q16650	4.0
Q01201	Q9ULX9	inf
Q01201	Q05066	5.0
Q01201	P22670	4.0
Q01201	Q92481	inf
Q01201	O00470	inf
Q01201	Q02446	inf
Q01201	Q06413	3.0
Q01201	Q01167	4.0
Q01201	P50539	5.0
Q01201	O60315	4.0
Q01201	P17480	4.0
Q01201	O75364	inf
Q01201	Q99626	4.0
Q01201	Q12837	inf
Q01201	O15266	4.0
Q01201	P10588	3.0
Q01201	P50549	4.0
Q01201	P50458	inf
Q01201	Q9Y261	3.0
Q01201	Q01664	inf
Q01201	Q01860	3.0
Q01201	P48443	4.0
Q01201	P10243	4.0
Q01201	Q13351	3.0
Q01201	P10589	4.0
Q01201	P15036	3.0
Q01201	Q15562	4.0
Q01201	P35680	5.0
Q01201	Q9UH73	inf
Q01201	P55317	4.0
Q01201	P50553	4.0
Q01201	Q15561	4.0
Q01201	Q92908	4.0
Q01201	P40426	inf
Q01201	Q9Y2Y9	inf
Q01201	P56693	3.0
Q01201	P48382	5.0
Q01201	Q70SY1	inf
Q01201	P56270	4.0
Q01201	Q92570	4.0
Q01201	P09629	4.0
Q01201	P09086	inf
Q01201	P28347	4.0
Q01201	P08651	6.0
Q01201	P58012	3.0
Q01201	Q96BA8	inf
Q01201	P37275	5.0
Q01201	Q13952	5.0
Q01201	Q13422	4.0
Q01201	P19544	4.0
Q01201	P05549	4.0
Q01201	Q01892	3.0
Q01201	Q12968	3.0
Q01201	O43623	4.0
Q01201	Q15853	4.0
Q01201	O95625	4.0
Q01201	P52945	3.0
Q01201	Q9UKY1	3.0
Q01201	O14497	4.0
Q01201	Q9H9S0	4.0
Q01201	P57682	4.0
Q01201	Q03014	4.0
Q01201	P11308	4.0
Q01201	P11474	4.0
Q01201	Q12952	4.0
Q01201	Q00577	5.0
Q01201	P43694	4.0
Q01201	P40425	4.0
Q01201	P12980	4.0
Q01201	P20265	4.0
Q01201	Q9BYV9	3.0
P23458	Q07869	3.0
P23458	Q13330	3.0
P23458	O15516	3.0
P23458	P41182	3.0
P23458	P49711	4.0
P23458	P08047	2.0
P23458	Q9Y618	3.0
P23458	O75444	3.0
P23458	Q03164	4.0
P23458	O60675	3.0
P23458	P35638	3.0
P23458	Q02078	3.0
P23458	P36956	3.0
P23458	Q02447	3.0
P23458	Q16236	2.0
P23458	P25208	3.0
P23458	Q99801	3.0
P23458	P04198	3.0
P23458	Q9UM63	3.0
P23458	Q02962	3.0
P23458	P51692	1.0
P23458	Q16665	2.0
P23458	P26358	2.0
P23458	P03372	2.0
P23458	Q15596	3.0
P23458	Q01543	3.0
P23458	P61244	3.0
P23458	Q15672	3.0
P23458	P48436	3.0
P23458	Q99583	4.0
P23458	Q9Y5W3	inf
P23458	Q06330	3.0
P23458	Q99717	3.0
P23458	Q13950	3.0
P23458	P05412	3.0
P23458	O15525	3.0
P23458	O14770	inf
P23458	P08151	3.0
P23458	Q15233	3.0
P23458	P23511	3.0
P23458	P21675	3.0
P23458	P19793	3.0
P23458	Q13568	3.0
P23458	P10914	2.0
P23458	P25490	3.0
P23458	Q99612	inf
P23458	P10244	3.0
P23458	P06401	3.0
P23458	P49715	3.0
P23458	P25963	2.0
P23458	Q01201	3.0
P23458	O00327	3.0
P23458	P15172	3.0
P23458	P98177	3.0
P23458	P01100	2.0
P23458	Q00613	3.0
P23458	O75469	4.0
P23458	P10071	3.0
P23458	P10242	3.0
P23458	Q13562	3.0
P23458	P18846	3.0
P23458	O15350	2.0
P23458	Q15796	3.0
P23458	P18847	3.0
P23458	Q99814	3.0
P23458	P10275	2.0
P23458	P27540	2.0
P23458	P16220	3.0
P23458	Q13127	6.0
P23458	P19838	3.0
P23458	O94776	4.0
P23458	Q08945	3.0
P23458	P17535	3.0
P23458	Q15329	3.0
P23458	Q9UGL1	4.0
P23458	O43474	2.0
P23458	Q9UJU2	3.0
P23458	P15336	3.0
P23458	P42229	1.0
P23458	Q5VTD9	4.0
P23458	P31269	3.0
P23458	Q15797	3.0
P23458	O75626	2.0
P23458	P26367	4.0
P23458	P15407	3.0
P23458	P20823	3.0
P23458	P22736	3.0
P23458	Q06546	3.0
P23458	P15923	3.0
P23458	P52630	1.0
P23458	P23771	2.0
P23458	O75461	3.0
P23458	P10070	3.0
P23458	Q9UL17	3.0
P23458	P20226	3.0
P23458	P04150	2.0
P23458	O75376	3.0
P23458	P17676	2.0
P23458	O94916	2.0
P23458	Q08050	3.0
P23458	P36402	3.0
P23458	Q9UKL0	5.0
P23458	P67809	3.0
P23458	P32243	4.0
P23458	Q02535	3.0
P23458	Q16656	3.0
P23458	Q01196	3.0
P23458	P10276	3.0
P23458	Q15788	3.0
P23458	O75030	3.0
P23458	Q00653	3.0
P23458	Q12778	3.0
P23458	Q16254	3.0
P23458	Q02548	inf
P23458	Q9BQA5	5.0
P23458	P35398	3.0
P23458	P11831	3.0
P23458	P18146	2.0
P23458	O14867	inf
P23458	Q92786	inf
P23458	Q9NQB0	3.0
P23458	P84022	3.0
P23458	Q8TAQ2	3.0
P23458	P18848	3.0
P23458	Q14653	3.0
P23458	Q9UIS9	inf
P23458	P37231	3.0
P23458	O00716	3.0
P23458	Q13761	3.0
P23458	Q14469	2.0
P23458	P17861	3.0
P23458	P49116	3.0
P23458	O43524	2.0
P23458	P40763	1.0
P23458	P42224	1.0
P23458	Q96AV8	inf
P23458	P15976	3.0
P23458	P23246	3.0
P23458	Q01094	2.0
P23458	Q06710	3.0
P23458	P01106	2.0
P23458	Q9Y6Q9	2.0
P23458	P17275	2.0
P23458	Q92985	3.0
P23458	P48431	2.0
P23458	Q9UBC3	5.0
P23458	Q04206	2.0
P23458	P14859	2.0
P23458	O60381	3.0
P23458	Q14526	3.0
P23458	P11473	3.0
P23458	P20749	3.0
P23458	Q92922	3.0
P23458	P17947	2.0
P23458	P22415	3.0
P23458	Q13485	3.0
P23458	Q9H3D4	3.0
P23458	Q14209	3.0
P23458	Q99856	2.0
P23458	Q04864	3.0
P23458	Q12772	3.0
P23458	P55347	inf
P23458	P04637	2.0
P23458	Q00978	2.0
P23458	Q13469	2.0
P23458	O43889	inf
P23458	P10827	4.0
P23458	Q9Y5J3	3.0
P23458	P14316	2.0
P23458	P17542	3.0
P23458	Q15306	4.0
P23458	P78545	2.0
P23458	Q9NPC7	3.0
P23458	P10826	4.0
P23458	Q9Y5Q3	3.0
P23458	O95863	3.0
P23458	O95644	3.0
P23458	Q13133	3.0
P23458	Q96RI1	2.0
P23458	Q03181	3.0
P23458	P17544	3.0
P23458	P15408	4.0
P23458	P15884	3.0
P23458	Q16621	3.0
P23458	P14921	3.0
P23458	P08235	3.0
P23458	Q13887	3.0
P23458	P55055	4.0
P23458	P32519	3.0
P23458	P19419	3.0
P23458	P23769	3.0
P23458	P28324	3.0
P23458	Q05215	4.0
P23458	Q92731	3.0
P23458	P17028	4.0
P23458	Q14934	3.0
P23458	P41235	3.0
P23458	P35869	3.0
P23458	P24468	3.0
P23458	P13631	3.0
P23458	P53567	4.0
P23458	P28702	4.0
P23458	Q14186	2.0
P23458	O00482	4.0
P23458	P49716	inf
P23458	Q02080	3.0
P23458	Q03060	3.0
P23458	Q16650	4.0
P23458	Q9ULX9	inf
P23458	Q05066	4.0
P23458	P22670	3.0
P23458	Q92481	inf
P23458	O00470	inf
P23458	Q02446	inf
P23458	Q06413	3.0
P23458	Q01167	3.0
P23458	P50539	4.0
P23458	O60315	4.0
P23458	P17480	3.0
P23458	O75364	inf
P23458	Q99626	3.0
P23458	Q12837	inf
P23458	O15266	3.0
P23458	P10588	3.0
P23458	P50549	4.0
P23458	P50458	inf
P23458	Q9Y261	3.0
P23458	Q01664	inf
P23458	Q01860	3.0
P23458	P48443	4.0
P23458	P10243	3.0
P23458	Q13351	3.0
P23458	P10589	4.0
P23458	P15036	3.0
P23458	Q15562	3.0
P23458	P35680	5.0
P23458	Q9UH73	inf
P23458	P55317	4.0
P23458	P50553	4.0
P23458	Q15561	3.0
P23458	Q92908	3.0
P23458	P40426	inf
P23458	Q9Y2Y9	inf
P23458	P56693	2.0
